ddyg,dosage_and_administration,drug_properties,flavor_and_meridian_tropism,functions_of_curing,latin,medicinal_parts,name,nmedicinal_partsame,other_name,pinyin,plant,process,production_place,taboos,type_
《神农本草经》,内服：煎汤，6～12g；或入丸、散。外用：适量，煎汤含漱。,本品呈长倒卵形，略扁，微弯曲，长5～7mm，宽2～3mm。表面灰褐色，带紫黑色斑点，有数条纵棱，通常中间1～2条较明显。顶端钝圆，稍宽，顶面有圆环，中间具点状花柱残迹；基部略窄，着生面色较淡。果皮较硬，子叶2，淡黄白色，富油性。无臭，味苦后微辛而稍麻舌。,寒；辛、苦；归肺、胃经,疏散风热，宣肺透疹，解毒利咽。用于风热感冒，咳嗽痰多，麻疹，风疹，咽喉肿痛，痄腮丹毒，痈肿疮毒。,Fructus Arctii,成熟果实,牛蒡子,成熟果实,恶实、鼠粘子、大力子、牛子,NIU BANG ZI,,秋季果实成熟时采收果序。晒干，打下果实。除去杂质，再晒干。,河北、浙江,脾虚便溏者禁服。,解表药
《神农本草经》,内服：煎汤，3～6g；或入丸、散。外用：适量，煎水洗，或研末调敷。,本品略呈椭圆形而弯曲，长约3.5cm，宽约2cm。表面黄棕色，半透明，有光泽。头部有丝状触角1对，多已断落，复眼突出。额部先端突出，口吻发达，上唇宽短，下唇伸长成管状。胸部背面呈十字形裂开，裂口向内卷曲，脊背两旁具小翅2对；腹面有足3对，被黄棕色细毛。腹部饨圆，共9节。体轻，中空，易碎。无臭，味淡。,寒；甘；归肺、肝经,散风除热，利咽，透疹，退翳，止痉。用于风热感冒，咽痛，音哑，麻疹不透，风疹瘙痒。目赤翳障，惊风抽搐，破伤风。,Periostracum Cicadae,羽化后的蜕壳,蝉蜕,羽化后的蜕壳,蝉壳、枯蝉、蝉衣、知了皮,CHAN TUI,,春、秋二季收集。除去泥沙，晒干。,山东、河北、河南,孕妇忌用。,解表药
《神农本草经》,内服：煎汤，6～10g；或入丸、散。外用：适量，煎水洗或捣敷。,本品多皱缩、破碎。完整者有柄，叶片展平后呈卵形或宽卵形，长8～15cm，宽7～13cm；先端渐尖，基部截形、圆形或心形，边缘有锯齿或钝锯齿，有的不规则分裂。上表面黄绿色或浅黄棕色，有的有小疣状突起；下表面颜色稍浅，叶脉突出，小脉网状，脉上被疏毛，脉基具簇毛。质脆。气微，味淡、微苦涩。,寒；苦、甘；归肺、肝经,疏散风热，清肺润燥，平肝明目。用于风热感冒，肺热燥咳，头晕头痛，目赤昏花。,Folium Mori,叶,桑叶,叶,冬桑叶、双桑叶、霜桑叶、双叶、铁扇子,SANG YE,,初霜后采收。除去杂质，晒干。,我国南北均产,肝燥者禁用。,解表药
《神农本草经》,内服：煎汤，6～10g；或入丸、散。外用：适量，煎水洗或捣敷。,毫菊：呈倒圆锥形或圆筒形，有时稍压扁呈扇形，直径1.5～3cm，离散。总苞碟状，总苞片3～4层，卵形或椭圆形，草质，黄绿色或褐绿色，外面被柔毛，边缘膜质。花托半球形，无托片或托毛。舌状花数层，雌性，位于外围，类白色，茎直，上举，纵向折缩，散生金黄色腺点，管状花多数，两性，位于中央，为舌状花所隐藏，黄色，顶端5齿裂。瘦果不发育，无冠毛。体轻，质柔润，干时松脆。气清香，味甘、微苦。滁菊：呈不规则球形或扁球形，直径1.5～2.5cm。舌状花类白色，不规则扭曲，内卷，边缘皱缩，有时可见淡褐色腺点，管状花大多隐藏毫菊：呈倒圆锥形或圆筒形，有时稍压扁呈扇形，直径1.5～3cm，离散。总苞碟状，总苞片3～4层，卵形或椭圆形，草质，黄绿色或褐绿色，外面被柔毛，边缘膜质。花托半球形，无托片或托毛。舌状花数层，雌性，位于外围，类白色，劲直，上举，纵向折缩，散生金黄色腺点，管状花多数，两性.,微寒；甘、苦；归肺、肝经,疏散风热，平肝明目。用于风热感冒，头痛眩晕，目赤肿痛，眼目昏花。,Flos Chrysanthemi,头状花序,菊花,头状花序,甘菊、家菊、白菊花、滁菊花、杭菊花、贡药花、甜菊花,JU HUA,,9～11月花盛开时分批采收。阴干或焙干，或熏、蒸后晒干。,浙江、河南、安徽,,解表药
《神农本草经》,内服：煎汤，6～19g；或浸酒，或入丸、散。外用：适量，煎汤外洗。,本品呈球形，直径4～6mm。表面灰黑色或黑褐色，被灰白色粉霜状茸毛，有纵向浅沟4条，顶端微凹，基部有灰白色宿萼及短果梗。萼长为果实的1/3～2/3，5齿裂，其中2裂较深，密被茸毛。体轻，质坚韧，不易破碎。横切面可见4室，每室有种子1枚。气特异而芳香，味淡、微辛。,微寒；苦、辛；归膀胱、肝、胃经,疏散风热，清利头目。用于风热感冒头痛，齿龈肿痛，目赤多泪，目暗不明，头晕目眩。,Fructus Viticis,成熟果实,蔓荆子,成熟果实,蔓荆实、荆子、蔓青子、万荆子,MAN JING ZI,,秋季果实成熟时采收。除去杂质，晒干。,山东、江西、浙江,胃虚体衰者慎服。,解表药
《神农本草经》,"内服：煎汤，升阳，3～9g，宜蜜炙、酒炒；清热解毒，可用至15g,宜生用；或入丸、散。外用：适量，研末调敷；或煎汤含漱、淋洗。",本品为不规则的长形块状，多分枝，呈结节状，长10～20cm，直径2～4cm。表面黑褐色或棕褐色，粗糙不平，有坚硬的细须根残留，上面有数个圆形空洞的茎基痕，洞内壁显网状沟纹；下面凹凸不平，具须根痕。体轻，质坚硬，不易折断，断面不平坦，有裂隙，纤维性，黄绿色或淡黄白色。气微，味微苦而涩。,微寒；辛、微甘；归肺、胃、脾、大肠经,发表透疹，清热解毒，升举阳气。用于风热头痛，齿痛，口疮，咽喉肿痛，麻疹不透，阳毒发斑，脱肛，子宫脱垂。阳毒发斑；脱肛，子宫脱垂。,Rhizoma Cimicifugae,根茎,升麻,根茎,周升麻、鬼脸升麻、绿升麻、北升麻、川升麻,SHENG MA,,秋季采挖。除去泥沙，晒至须根干时，燎去或除去须根，晒干。,辽宁、黑龙江、湖南,阴虚阳浮，喘满气逆及麻疹已透者禁服。,解表药
《神农本草经》,内服：煎汤，5～10g；或入丸、散。外用：适量，研末撒。,本品呈长管状，不分枝，长40～60cm，直径0.2～0.7cm。表面灰绿色或黄绿色，有18～30条纵棱，棱上有多数细小光亮的疣状突起；节明显，节间长2.5～9cm，节上着生筒状鳞叶，叶鞘基部和鞘齿黑棕色，中部淡棕黄色。体轻，质脆，易折断，断面中空，周边有多数圆形的小空腔。气微，味甘淡、微涩，嚼之有沙粒感。,平；甘、苦；归肺、肝经,散风热，退目翳。用于风热目赤，迎风流泪，目生云翳。,Herba Equiseti Hiemalis,全草,木贼,全草,木贼草、节节草,MU ZEI,,夏秋二季采割。除去杂质，晒干或阴干。,全国各地均产,气血虚者慎服。,解表药
《神农本草经》,内服：煎汤，6～15g；或入丸剂。外用：适量，捣敷；或炒焦研末调敷。,本品呈椭圆形，略扁，长0.6～lcm，直径0.5～0.7cm。表面黑色，皱缩不平。质柔软，断面棕黑色。气香，味微甘。,凉；苦、辛；归肺、胃经,解表，除烦，宣发郁热。用于感冒、寒热头痛，烦躁胸闷，虚烦不眠。,Semen Sojae Praepatum,成熟种子发酵而成,淡豆豉,成熟种子发酵而成,香豉、淡豉,DAN DOU CHI,,秋季收取全株，晒干，打下种子，取黑者洗净。黑豆与桑叶、青蒿的煎液蒸透后发酵而成。,全国各地均产,胃虚易呕者慎服。,解表药
《神农本草经》,内服：煎汤，6～12g（鲜品15～30g；捣汁饮；或入丸、散。外用：适量，煎水熏洗、研末撒或调敷。,本品为扁平叶状体，呈卵圆形，长径2～5mm。上表面淡绿色至灰绿色，扁侧有1小凹陷，边缘整齐或微卷曲。下表面紫绿色至紫棕色，着生数条须根。体轻，手捻易碎。气微，味淡。,寒；辛；归肺经,宣散风热，透疹，利尿。用于麻疹不透，风疹瘙痒，水肿尿少。,Herba Spirodelae,全草,浮萍,全草,水萍、浮萍草、田萍,FU PING,,6～9月采收。洗净，除去杂质，晒干。,全国各地均产,表虚自汗者禁服。,解表药
《神农本草经》,内服：煎汤，15～60g（大剂量150～240g），打碎先煎；或入丸、散。外用：适量，煅研细末，撒或调敷。,本品为纤维状的集合体，呈长块状、板块状或不规则块状。白色、灰白色或淡黄色，有的半透明。体重，质软，纵断面具绢丝样光泽。无臭，味淡。,大寒；辛、甘；归肺、胃经,清热泻火，除烦止渴。用于外感热病，高热烦渴，肺热喘咳，胃火亢盛，头痛，牙痛。,Gypsum Fibrosum,硫酸盐类矿物,石膏,硫酸盐类矿物,细理石、软石膏、白虎,SHI GAO,,全年均可采挖。采挖后，除去泥沙及杂石。,湖北、甘肃、四川,虚寒证禁服，脾胃虚弱及血虚、阴虚发热者慎服。,清热药
《神农本草经》,内服：煎汤，9～15g；或入丸、散。外用：适量，研末掺或调敷。,"多为规则的块状结晶,常呈斜方柱形,有棱角白色或黄色,表面平滑，有玻璃样光泽，透明或不透明。有完全的解理，故晶体可沿三个不同方向劈开。质坚硬而脆，硬度3，比重2.7，条痕为白色或淡灰色，敲击时多呈小块斜方体碎裂。断面平坦，用小刀可以刻划。气微，味淡。",寒；辛、咸；归心、胃、肾经,清热泻火，利窍，消肿。用于热病烦渴，丹毒烫伤。,"Calcitum,Gypsum Rubrum",硫酸盐类矿物,寒水石,硫酸盐类矿物,凝水石、水石、鹊石,HAN SHUI SHI,,全年均可采挖采挖后，除去泥沙及杂石。,山西、河北,脾胃虚寒者慎服。,清热药
《神农本草经》,内服：煎汤，6～12g；或入丸、散。,本品呈长条状，微弯曲，略扁，偶有分枝，长3～15cm，直径0.8～1.5cm，一端有浅黄色的茎叶残痕。表面黄棕色至棕色，上面有一凹沟，具紧密排列的环状节，节上密生黄棕色的残存叶基，由两侧向根茎上方生长；下面隆起而略皱缩，并有凹陷或突起的点状根痕。质硬，易折断，断面黄白色。气微，味微甜、略苦，嚼之带粘性。,寒；苦、甘；归肺、胃、肾经,清热泻火，生津润燥。用于外感热病，高热烦渴，肺热燥咳，骨蒸潮热，内热消渴，肠燥便秘。,Rhizoma Anemarrhenae,根茎,知母,根茎,连母、水须、穿地龙,ZHI MU,,春秋二季采挖。除去须根及泥沙，晒干。,山西、河北、东北,脾胃虚寒，大便溏泻者禁服。,清热药
《神农本草经》,内服：煎汤，15～30g（鲜品60～120g；或鲜品捣汁。外用：适量，煎汤洗。,鲜芦根：呈长圆柱形，有的略扁，长短不一，直径1～2cm。表面黄白色，有光泽，外皮疏松可剥离，节呈环状，有残根及芽痕。体轻，质韧，不易折断。切断面黄白色，中空，壁厚1～2mm，有小孔排列成环。无臭，味甘。干芦根：呈扁圆柱形。节处较硬，节间有纵皱纹。,寒；甘；归肺、胃经,清热生津，除烦，止呕，利尿。用于热病烦渴，胃热呕吐，肺热咳嗽，肺痈吐脓，热淋涩痛。,Rhizoma Phragmitis,新鲜或干燥根茎,芦根,新鲜或干燥根茎,芦茅根、苇根、芦柴根,LU GEN,,11～12月间采挖。除去芽、须根及膜状叶，鲜用或晒干。,全国各地均产,脾胃虚寒者慎服。,清热药
《神农本草经》,内服：煎汤，9～15g；或入丸、散。外用：适量，研末撒；或调敷。,本品呈不规则圆柱形、纺锤形或瓣块状，长8～16cm，直径1.5～5.5cm。表面黄白色或淡棕黄色，有纵皱纹、细根痕及略凹陷的横长皮孔，有的有黄棕色外皮残留。质坚实，断面白色或淡黄色，富粉性，横切面可见黄色木质部，略呈放射状排列，纵切面可见黄色条纹状木质部。无臭，味微苦。,微寒；甘、微苦；归肺、胃经,清热生津，消肿排脓。用于热病烦渴，肺热燥咳，内热消渴，疮疡肿毒。。,Radix Trichosanthis,根,天花粉,根,栝楼根、花粉、楼根,TIAN HUA FEN,,秋冬二季采挖。洗净，除去外皮，切段或纵剖成瓣，干燥。,我国南北均产,不宜与乌头类药材同用。,清热药
《神农本草经》,内服：煎汤，6～12g。外用：适量，熬膏或烧灰研末调涂煎水洗或捣敷。,叶呈狭披针形，长7.5～16cm，宽1～2cm，先端渐尖；基部钝形，叶柄长约5mm，边缘之一侧较平滑具小锯齿而租糙；平行脉，次脉6～8对，小横脉甚显著；叶面深绿色；无毛，背面色较淡，基部具微毛；质薄而较脆。气弱，味淡。以色绿、完整、无枝梗者为佳。,寒；甘、辛、淡；归心、胃、小肠经,"清热除烦，生津利尿。用于热病烦渴,口疮尿赤,温热病邪陷心包，神昏谵语之症。",Folium Phyllostachydis Henonis,茎叶,竹叶,茎叶,淡竹叶,ZHU YE,,随时采鲜者入药。晒干。,长江流域各地均产,,清热药
《神农本草经》,内服：煎汤，6～12g。外用：适量，熬膏或烧灰研末调涂煎水洗或捣敷。,本品长25～75cm。茎呈圆柱形，有节，表面淡黄绿色，断面中空。叶鞘开裂。叶片披针形，有的皱缩卷曲，长5～20cm，宽1～3.5cm；表面浅绿色或黄绿色。叶脉平行，具横行小脉，形成长方形的网格状，下表面尤为明显。体轻，质柔韧。气微，味淡。,寒；甘、淡；归心、胃、小肠经,清热除烦，利尿。用于热病烦渴，小便赤涩淋痛，口舌生疮。,Herba Lophatheri,茎叶,淡竹叶,茎叶,竹叶麦冬、金竹叶、淡竹米,DAN ZHU YE,,夏季未抽花穗前采割。晒干。,长江流域至南部均产,,清热药
《神农本草经》,内服：煎汤，5～15g；或入丸、散。外用：适量，煎水洗或研末调敷。,本品呈卷筒状，长5～15cm，直径l～2cm，厚0.2～0.5cm。外表面灰白色或淡灰黄色，具细纵皱纹及细根痕，常有突起的颗粒状小点；内表面类白色，有细纵纹。质脆，折断时有粉尘飞扬，平坦，略呈层片状，剥去外层，迎光可见闪烁的小亮点。有羊膻气，味微苦。,寒；苦；归脾、胃经,清热燥湿，祛风解毒。用于湿热疮毒，黄水淋漓，湿疹，风疹，疥癣疮癞，风湿热痹，黄疽尿赤。,Cortex Dictamni,根皮,白鲜皮,根皮,北鲜皮,BAI XIAN PI,,春秋二季采挖根部。除去泥沙及粗皮，剥取根皮，干燥。,辽宁、四川、河北,虚寒证禁服。,清热药
《神农本草经》,内服：煎汤，10～20g（大剂量60g；或入丸、散。外用：适量，捣敷。,呈棒状，上粗下细，略弯曲，长2～3cm，上部直径约3mm，下部直径约1.5mm。表面黄白色或绿白色贮久色渐深，密被短柔毛。偶见叶状苞片。花萼绿色，先端5裂，裂片有毛，长约2mm。开放者花冠筒状，先端二唇形；雄蕊5个，附于筒壁，黄色；雌蕊1个，子房无毛。气清香，味淡、微苦。,寒；甘；归肺、心、胃经,清热解毒，凉散风热。用于痈肿疗疮，喉痹，丹毒，热毒血痢，风热感冒，温病发热。,Flos Lonicerae Japonicae,花蕾,金银花,花蕾,忍冬花、银花、双花、二花、金藤花,JIN YIN HUA,,夏初花开放前采摘。干燥。,我国南北均产,脾胃虚寒及疮疡属阴证者慎服。,清热药
